ibge;uf_sigla;uf_codigo;nome_caixa_alta;nome_cursivo;nome_sem_acento;ddd;siafi;;
2613008;PE;26;SAO BENTO DO UNA;São Bento do Una;Sao Bento do Una;81;2559;;
2613107;PE;26;SAO CAITANO;São Caetano;Sao Caetano;81;2561;;
2613206;PE;26;SAO JOAO;São João;Sao Joao;87;2563;;
2613305;PE;26;SAO JOAQUIM DO MONTE;São Joaquim do Monte;Sao Joaquim do Monte;81;2565;;
2613404;PE;26;SAO JOSE DA COROA GRANDE;São José da Coroa Grande;Sao Jose da Coroa Grande;81;2567;;
2613503;PE;26;SAO JOSE DO BELMONTE;São José do Belmonte;Sao Jose do Belmonte;87;2569;;
2613602;PE;26;SAO JOSE DO EGITO;São José do Egito;Sao Jose do Egito;87;2571;;
2613701;PE;26;SAO LOURENCO DA MATA;São Lourenço da Mata;Sao Lourenco da Mata;81;2573;;
2613800;PE;26;SAO VICENTE FERRER;São Vicente Ferrer;Sao Vicente Ferrer;81;2575;;
2613909;PE;26;SERRA TALHADA;Serra Talhada;Serra Talhada;87;2577;;
2614006;PE;26;SERRITA;Serrita;Serrita;87;2579;;
2614105;PE;26;SERTANIA;Sertânia;Sertania;87;2581;;
2614204;PE;26;SIRINHAEM;Sirinhaém;Sirinhaem;81;2583;;
2614402;PE;26;SOLIDAO;Solidão;Solidao;87;2587;;
2614501;PE;26;SURUBIM;Surubim;Surubim;81;2589;;
2614600;PE;26;TABIRA;Tabira;Tabira;87;2591;;
2614709;PE;26;TACAIMBO;Tacaimbó;Tacaimbo;81;2593;;
2614808;PE;26;TACARATU;Tacaratu;Tacaratu;87;2595;;
2614857;PE;26;TAMANDARE;Tamandaré;Tamandare;81;558;;
2615003;PE;26;TAQUARITINGA DO NORTE;Taquaritinga do Norte;Taquaritinga do Norte;81;2599;;
2615102;PE;26;TEREZINHA;Terezinha;Terezinha;87;2601;;
2615201;PE;26;TERRA NOVA;Terra Nova;Terra Nova;87;2603;;
2615300;PE;26;TIMBAUBA;Timbaúba;Timbauba;81;2605;;
2615409;PE;26;TORITAMA;Toritama;Toritama;81;2607;;
2615508;PE;26;TRACUNHAEM;Tracunhaém;Tracunhaem;81;2609;;
2615607;PE;26;TRINDADE;Trindade;Trindade;87;2611;;
2615706;PE;26;TRIUNFO;Triunfo;Triunfo;87;2613;;
2615805;PE;26;TUPANATINGA;Tupanatinga;Tupanatinga;87;2615;;
2615904;PE;26;TUPARETAMA;Tuparetama;Tuparetama;87;2617;;
2616001;PE;26;VENTUROSA;Venturosa;Venturosa;87;2619;;
2616100;PE;26;VERDEJANTE;Verdejante;Verdejante;87;2621;;
2616183;PE;26;VERTENTE DO LERIO;Vertente do Lério;Vertente do Lerio;81;2291;;
2616209;PE;26;VERTENTES;Vertentes;Vertentes;81;2623;;
2616308;PE;26;VICENCIA;Vicência;Vicencia;81;2625;;
2616407;PE;26;VITORIA DE SANTO ANTAO;Vitória de Santo Antão;Vitoria de Santo Antao;81;2627;;
2616506;PE;26;XEXEU;Xexéu;Xexeu;81;2293;;
2200053;PI;22;ACAUA;Acauã;Acaua;89;266;;
2200103;PI;22;AGRICOLANDIA;Agricolândia;Agricolandia;86;1001;;
2200202;PI;22;AGUA BRANCA;Água Branca;Agua Branca;86;1003;;
2200251;PI;22;ALAGOINHA DO PIAUI;Alagoinha do Piauí;Alagoinha do Piaui;89;9767;;
2200277;PI;22;ALEGRETE DO PIAUI;Alegrete do Piauí;Alegrete do Piaui;89;2269;;
2200301;PI;22;ALTO LONGA;Alto Longá;Alto Longa;86;1005;;
2200400;PI;22;ALTOS;Altos;Altos;86;1007;;
2200459;PI;22;ALVORADA DO GURGUEIA;Alvorada do Gurguéia;Alvorada do Gurgueia;89;268;;
2200509;PI;22;AMARANTE;Amarante;Amarante;86;1009;;
2200608;PI;22;ANGICAL DO PIAUI;Angical do Piauí;Angical do Piaui;86;1011;;
2200707;PI;22;ANISIO DE ABREU;Anísio de Abreu;Anisio de Abreu;89;1013;;
2200806;PI;22;ANTONIO ALMEIDA;Antônio Almeida;Antonio Almeida;89;1015;;
2200905;PI;22;AROAZES;Aroazes;Aroazes;89;1017;;
2200954;PI;22;AROEIRAS DO ITAIM;Aroeiras do Itaim;Aroeiras do Itaim;89;1188;;
2201002;PI;22;ARRAIAL;Arraial;Arraial;89;1019;;
2201051;PI;22;ASSUNCAO DO PIAUI;Assunção do Piauí;Assuncao do Piaui;86;270;;
2201101;PI;22;AVELINO LOPES;Avelino Lopes;Avelino Lopes;89;1021;;
2201150;PI;22;BAIXA GRANDE DO RIBEIRO;Baixa Grande do Ribeiro;Baixa Grande do Ribeiro;89;2245;;
2201176;PI;22;BARRA D'ALCANTARA;Barra D'Alcântara;Barra d'Alcantara;89;272;;
2201200;PI;22;BARRAS;Barras;Barras;86;1023;;
2201309;PI;22;BARREIRAS DO PIAUI;Barreiras do Piauí;Barreiras do Piaui;89;1025;;
2201408;PI;22;BARRO DURO;Barro Duro;Barro Duro;86;1027;;
2201507;PI;22;BATALHA;Batalha;Batalha;86;1029;;
2201556;PI;22;BELA VISTA DO PIAUI;Bela Vista do Piauí;Bela Vista do Piaui;89;274;;
2201572;PI;22;BELEM DO PIAUI;Belém do Piauí;Belem do Piaui;89;276;;
2201606;PI;22;BENEDITINOS;Beneditinos;Beneditinos;86;1031;;
2201705;PI;22;BERTOLINIA;Bertolínia;Bertolinia;89;1033;;
2201739;PI;22;BETANIA DO PIAUI;Betânia do Piauí;Betania do Piaui;89;278;;
2201770;PI;22;BOA HORA;Boa Hora;Boa Hora;86;280;;
2201804;PI;22;BOCAINA;Bocaina;Bocaina;89;1035;;
2201903;PI;22;BOM JESUS;Bom Jesus;Bom Jesus;89;1037;;
2201919;PI;22;BOM PRINCIPIO DO PIAUI;Bom Princípio do Piauí;Bom Principio do Piaui;86;2287;;
2201929;PI;22;BONFIM DO PIAUI;Bonfim do Piauí;Bonfim do Piaui;89;2251;;
2201945;PI;22;BOQUEIRAO DO PIAUI;Boqueirão do Piauí;Boqueirao do Piaui;86;282;;
2201960;PI;22;BRASILEIRA;Brasileira;Brasileira;86;2283;;
2201988;PI;22;BREJO DO PIAUI;Brejo do Piauí;Brejo do Piaui;89;284;;
2202000;PI;22;BURITI DOS LOPES;Buriti dos Lopes;Buriti dos Lopes;86;1039;;
2202026;PI;22;BURITI DOS MONTES;Buriti dos Montes;Buriti dos Montes;86;1297;;
2202059;PI;22;CABECEIRAS DO PIAUI;Cabeceiras do Piauí;Cabeceiras do Piaui;86;1299;;
2202075;PI;22;CAJAZEIRAS DO PIAUI;Cajazeiras do Piauí;Cajazeiras do Piaui;89;286;;
2202083;PI;22;CAJUEIRO DA PRAIA;Cajueiro da Praia;Cajueiro da Praia;86;288;;
2202091;PI;22;CALDEIRAO GRANDE DO PIAUI;Caldeirão Grande do Piauí;Caldeirao Grande do Piaui;89;2271;;
2202109;PI;22;CAMPINAS DO PIAUI;Campinas do Piauí;Campinas do Piaui;89;1041;;
2202117;PI;22;CAMPO ALEGRE DO FIDALGO;Campo Alegre do Fidalgo;Campo Alegre do Fidalgo;89;290;;
2202133;PI;22;CAMPO GRANDE DO PIAUI;Campo Grande do Piauí;Campo Grande do Piaui;89;292;;
2202174;PI;22;CAMPO LARGO DO PIAUI;Campo Largo do Piauí;Campo Largo do Piaui;86;294;;
2202208;PI;22;CAMPO MAIOR;Campo Maior;Campo Maior;86;1043;;
2202251;PI;22;CANAVIEIRA;Canavieira;Canavieira;89;2247;;
2202307;PI;22;CANTO DO BURITI;Canto do Buriti;Canto do Buriti;89;1045;;
2202406;PI;22;CAPITAO DE CAMPOS;Capitão de Campos;Capitao de Campos;86;1047;;
2202455;PI;22;CAPITAO GERVASIO OLIVEIRA;Capitão Gervásio Oliveira;Capitao Gervasio Oliveira;89;296;;
2202505;PI;22;CARACOL;Caracol;Caracol;89;1049;;
2202539;PI;22;CARAUBAS DO PIAUI;Caraúbas do Piauí;Caraubas do Piaui;86;298;;
2202554;PI;22;CARIDADE DO PIAUI;Caridade do Piauí;Caridade do Piaui;89;300;;
2202604;PI;22;CASTELO DO PIAUI;Castelo do Piauí;Castelo do Piaui;86;1051;;
2202653;PI;22;CAXINGO;Caxingó;Caxingo;86;302;;
2202703;PI;22;COCAL;Cocal;Cocal;86;1053;;
2202711;PI;22;COCAL DE TELHA;Cocal de Telha;Cocal de Telha;86;304;;
2202729;PI;22;COCAL DOS ALVES;Cocal dos Alves;Cocal dos Alves;86;306;;
2202737;PI;22;COIVARAS;Coivaras;Coivaras;86;995;;
2202752;PI;22;COLONIA DO GURGUEIA;Colônia do Gurguéia;Colonia do Gurgueia;89;2249;;
2202778;PI;22;COLONIA DO PIAUI;Colônia do Piauí;Colonia do Piaui;89;2253;;
2202802;PI;22;CONCEICAO DO CANINDE;Conceição do Canindé;Conceicao do Caninde;89;1055;;
2202851;PI;22;CORONEL JOSE DIAS;Coronel José Dias;Coronel Jose Dias;89;2255;;
2202901;PI;22;CORRENTE;Corrente;Corrente;89;1057;;
2203008;PI;22;CRISTALANDIA DO PIAUI;Cristalândia do Piauí;Cristalandia do Piaui;89;1059;;
2203107;PI;22;CRISTINO CASTRO;Cristino Castro;Cristino Castro;89;1061;;
2203206;PI;22;CURIMATA;Curimatá;Curimata;89;1063;;
2203230;PI;22;CURRAIS;Currais;Currais;89;308;;
2203271;PI;22;CURRAL NOVO DO PIAUI;Curral Novo do Piauí;Curral Novo do Piaui;89;312;;
2203255;PI;22;CURRALINHOS;Curralinhos;Curralinhos;86;310;;
2203305;PI;22;DEMERVAL LOBAO;Demerval Lobão;Demerval Lobao;86;1065;;
2203354;PI;22;DIRCEU ARCOVERDE;Dirceu Arcoverde;Dirceu Arcoverde;89;1229;;
2203404;PI;22;DOM EXPEDITO LOPES;Dom Expedito Lopes;Dom Expedito Lopes;89;1067;;
2203453;PI;22;DOM INOCENCIO;Dom Inocêncio;Dom Inocencio;89;1289;;
2203420;PI;22;DOMINGOS MOURAO;Domingos Mourão;Domingos Mourao;86;1141;;
2203503;PI;22;ELESBAO VELOSO;Elesbão Veloso;Elesbao Veloso;86;1069;;
2203602;PI;22;ELISEU MARTINS;Eliseu Martins;Eliseu Martins;89;1071;;
2203701;PI;22;ESPERANTINA;Esperantina;Esperantina;86;1073;;
2203750;PI;22;FARTURA DO PIAUI;Fartura do Piauí;Fartura do Piaui;89;2257;;
2203800;PI;22;FLORES DO PIAUI;Flores do Piauí;Flores do Piaui;89;1075;;
2203859;PI;22;FLORESTA DO PIAUI;Floresta do Piauí;Floresta do Piaui;89;314;;
2203909;PI;22;FLORIANO;Floriano;Floriano;89;1077;;
2204006;PI;22;FRANCINOPOLIS;Francinópolis;Francinopolis;89;1079;;
2204105;PI;22;FRANCISCO AYRES;Francisco Ayres;Francisco Ayres;89;1081;;
2204154;PI;22;FRANCISCO MACEDO;Francisco Macedo;Francisco Macedo;89;316;;
2204204;PI;22;FRANCISCO SANTOS;Francisco Santos;Francisco Santos;89;1083;;
2204303;PI;22;FRONTEIRAS;Fronteiras;Fronteiras;89;1085;;
2204352;PI;22;GEMINIANO;Geminiano;Geminiano;89;318;;
2204402;PI;22;GILBUES;Gilbués;Gilbues;89;1087;;
2204501;PI;22;GUADALUPE;Guadalupe;Guadalupe;89;1089;;
2204550;PI;22;GUARIBAS;Guaribas;Guaribas;89;320;;
2204600;PI;22;HUGO NAPOLEAO;Hugo Napoleão;Hugo Napoleao;86;1091;;
2204659;PI;22;ILHA GRANDE;Ilha Grande;Ilha Grande;86;322;;
2204709;PI;22;INHUMA;Inhuma;Inhuma;89;1093;;
2204808;PI;22;IPIRANGA DO PIAUI;Ipiranga do Piauí;Ipiranga do Piaui;89;1095;;
2204907;PI;22;ISAIAS COELHO;Isaías Coelho;Isaias Coelho;89;1097;;
2205003;PI;22;ITAINOPOLIS;Itainópolis;Itainopolis;89;1099;;
2205102;PI;22;ITAUEIRA;Itaueira;Itaueira;89;1101;;
2205151;PI;22;JACOBINA DO PIAUI;Jacobina do Piauí;Jacobina do Piaui;89;2273;;
2205201;PI;22;JAICOS;Jaicós;Jaicos;89;1103;;
2205250;PI;22;JARDIM DO MULATO;Jardim do Mulato;Jardim do Mulato;86;997;;
2205276;PI;22;JATOBA DO PIAUI;Jatobá do Piauí;Jatoba do Piaui;86;324;;
2205300;PI;22;JERUMENHA;Jerumenha;Jerumenha;89;1105;;
2205359;PI;22;JOAO COSTA;João Costa;Joao Costa;89;326;;
2205409;PI;22;JOAQUIM PIRES;Joaquim Pires;Joaquim Pires;86;1107;;
2205458;PI;22;JOCA MARQUES;Joca Marques;Joca Marques;86;328;;
2205508;PI;22;JOSE DE FREITAS;José de Freitas;Jose de Freitas;86;1109;;
2205516;PI;22;JUAZEIRO DO PIAUI;Juazeiro do Piauí;Juazeiro do Piaui;86;330;;
2205524;PI;22;JULIO BORGES;Júlio Borges;Julio Borges;89;332;;
2205532;PI;22;JUREMA;Jurema;Jurema;89;334;;
2205557;PI;22;LAGOA ALEGRE;Lagoa Alegre;Lagoa Alegre;86;999;;
2205573;PI;22;LAGOA DE SAO FRANCISCO;Lagoa de São Francisco;Lagoa de Sao Francisco;86;338;;
2205565;PI;22;LAGOA DO BARRO DO PIAUI;Lagoa do Barro do Piauí;Lagoa do Barro do Piaui;89;2259;;
2205581;PI;22;LAGOA DO PIAUI;Lagoa do Piauí;Lagoa do Piaui;86;340;;
2205599;PI;22;LAGOA DO SITIO;Lagoa do Sítio;Lagoa do Sitio;89;342;;
2205540;PI;22;LAGOINHA DO PIAUI;Lagoinha do Piauí;Lagoinha do Piaui;86;336;;
2205607;PI;22;LANDRI SALES;Landri Sales;Landri Sales;89;1111;;
2205706;PI;22;LUIS CORREIA;Luís Correia;Luis Correia;86;1113;;
2205805;PI;22;LUZILANDIA;Luzilândia;Luzilandia;86;1115;;
2205854;PI;22;MADEIRO;Madeiro;Madeiro;86;344;;
2205904;PI;22;MANOEL EMIDIO;Manoel Emídio;Manoel Emidio;89;1117;;
2205953;PI;22;MARCOLANDIA;Marcolândia;Marcolandia;89;2275;;
2206001;PI;22;MARCOS PARENTE;Marcos Parente;Marcos Parente;89;1119;;
2206050;PI;22;MASSAPE DO PIAUI;Massapê do Piauí;Massape do Piaui;89;346;;
2206100;PI;22;MATIAS OLIMPIO;Matias Olímpio;Matias Olimpio;86;1121;;
2206209;PI;22;MIGUEL ALVES;Miguel Alves;Miguel Alves;86;1123;;
2206308;PI;22;MIGUEL LEAO;Miguel Leão;Miguel Leao;86;1125;;
2206357;PI;22;MILTON BRANDAO;Milton Brandão;Milton Brandao;86;348;;
2206407;PI;22;MONSENHOR GIL;Monsenhor Gil;Monsenhor Gil;86;1127;;
2206506;PI;22;MONSENHOR HIPOLITO;Monsenhor Hipólito;Monsenhor Hipolito;89;1129;;
2206605;PI;22;MONTE ALEGRE DO PIAUI;Monte Alegre do Piauí;Monte Alegre do Piaui;89;1131;;
2206654;PI;22;MORRO CABECA NO TEMPO;Morro Cabeça no Tempo;Morro Cabeca no Tempo;89;350;;
2206670;PI;22;MORRO DO CHAPEU DO PIAUI;Morro do Chapéu do Piauí;Morro do Chapeu do Piaui;86;352;;
2206696;PI;22;MURICI DOS PORTELAS;Murici dos Portelas;Murici dos Portelas;86;354;;
2206704;PI;22;NAZARE DO PIAUI;Nazaré do Piauí;Nazare do Piaui;89;1133;;
2206720;PI;22;NAZARIA;Nazária;Nazaria;86;1180;;
2206753;PI;22;NOSSA SENHORA DE NAZARE;Nossa Senhora de Nazaré;Nossa Senhora de Nazare;86;356;;
2206803;PI;22;NOSSA SENHORA DOS REMEDIOS;Nossa Senhora dos Remédios;Nossa Senhora dos Remedios;86;1135;;
2207959;PI;22;NOVA SANTA RITA;Nova Santa Rita;Nova Santa Rita;89;370;;
2206902;PI;22;NOVO ORIENTE DO PIAUI;Novo Oriente do Piauí;Novo Oriente do Piaui;89;1137;;
2206951;PI;22;NOVO SANTO ANTONIO;Novo Santo Antônio;Novo Santo Antonio;86;358;;
2207009;PI;22;OEIRAS;Oeiras;Oeiras;89;1139;;
2207108;PI;22;OLHO D'AGUA DO PIAUI;Olho D'Água do Piauí;Olho d'Agua do Piaui;86;360;;
2207207;PI;22;PADRE MARCOS;Padre Marcos;Padre Marcos;89;1143;;
2207306;PI;22;PAES LANDIM;Paes Landim;Paes Landim;89;1145;;
2207355;PI;22;PAJEU DO PIAUI;Pajeú do Piauí;Pajeu do Piaui;89;362;;
2207405;PI;22;PALMEIRA DO PIAUI;Palmeira do Piauí;Palmeira do Piaui;89;1147;;
2207504;PI;22;PALMEIRAIS;Palmeirais;Palmeirais;86;1149;;
2207553;PI;22;PAQUETA;Paquetá;Paqueta;89;364;;
2207603;PI;22;PARNAGUA;Parnaguá;Parnagua;89;1151;;
2207702;PI;22;PARNAIBA;Parnaíba;Parnaiba;86;1153;;
2207751;PI;22;PASSAGEM FRANCA DO PIAUI;Passagem Franca do Piauí;Passagem Franca do Piaui;86;1293;;
2207777;PI;22;PATOS DO PIAUI;Patos do Piauí;Patos do Piaui;89;2277;;
2207793;PI;22;PAU D'ARCO DO PIAUI;Pau D'Arco do Piauí;Pau d'Arco do Piaui;86;1104;;
2207801;PI;22;PAULISTANA;Paulistana;Paulistana;89;1155;;
2207850;PI;22;PAVUSSU;Pavussu;Pavussu;89;366;;
2207900;PI;22;PEDRO II;Pedro II;Pedro II;86;1157;;
2207934;PI;22;PEDRO LAURENTINO;Pedro Laurentino;Pedro Laurentino;89;368;;
2208007;PI;22;PICOS;Picos;Picos;89;1159;;
2208106;PI;22;PIMENTEIRAS;Pimenteiras;Pimenteiras;89;1161;;
2208205;PI;22;PIO IX;Pio IX;Pio IX;89;1163;;
2208304;PI;22;PIRACURUCA;Piracuruca;Piracuruca;86;1165;;
2208403;PI;22;PIRIPIRI;Piripiri;Piripiri;86;1167;;
2208502;PI;22;PORTO;Porto;Porto;86;1169;;
2208551;PI;22;PORTO ALEGRE DO PIAUI;Porto Alegre do Piauí;Porto Alegre do Piaui;89;372;;
2208601;PI;22;PRATA DO PIAUI;Prata do Piauí;Prata do Piaui;86;1171;;
2208650;PI;22;QUEIMADA NOVA;Queimada Nova;Queimada Nova;89;2279;;
2208700;PI;22;REDENCAO DO GURGUEIA;Redenção do Gurguéia;Redencao do Gurgueia;89;1173;;
2208809;PI;22;REGENERACAO;Regeneração;Regeneracao;86;1175;;
2208858;PI;22;RIACHO FRIO;Riacho Frio;Riacho Frio;89;374;;
2208874;PI;22;RIBEIRA DO PIAUI;Ribeira do Piauí;Ribeira do Piaui;89;376;;
2208908;PI;22;RIBEIRO GONCALVES;Ribeiro Gonçalves;Ribeiro Goncalves;89;1177;;
2209005;PI;22;RIO GRANDE DO PIAUI;Rio Grande do Piauí;Rio Grande do Piaui;89;1179;;
2209104;PI;22;SANTA CRUZ DO PIAUI;Santa Cruz do Piauí;Santa Cruz do Piaui;89;1181;;
2209153;PI;22;SANTA CRUZ DOS MILAGRES;Santa Cruz dos Milagres;Santa Cruz dos Milagres;89;1295;;
2209203;PI;22;SANTA FILOMENA;Santa Filomena;Santa Filomena;89;1183;;
2209302;PI;22;SANTA LUZ;Santa Luz;Santa Luz;89;1185;;
2209377;PI;22;SANTA ROSA DO PIAUI;Santa Rosa do Piauí;Santa Rosa do Piaui;89;2261;;
2209351;PI;22;SANTANA DO PIAUI;Santana do Piauí;Santana do Piaui;89;2281;;
2209401;PI;22;SANTO ANTONIO DE LISBOA;Santo Antônio de Lisboa;Santo Antonio de Lisboa;89;1187;;
2209450;PI;22;SANTO ANTONIO DOS MILAGRES;Santo Antônio dos Milagres;Santo Antonio dos Milagres;86;378;;
2209500;PI;22;SANTO INACIO DO PIAUI;Santo Inácio do Piauí;Santo Inacio do Piaui;89;1189;;
2209559;PI;22;SAO BRAZ DO PIAUI;São Braz do Piauí;Sao Braz do Piaui;89;2263;;
2209609;PI;22;SAO FELIX DO PIAUI;São Félix do Piauí;Sao Felix do Piaui;86;1191;;
2209658;PI;22;SAO FRANCISCO DE ASSIS DO PIAUI;São Francisco de Assis do Piauí;Sao Francisco de Assis do Piaui;89;380;;
2209708;PI;22;SAO FRANCISCO DO PIAUI;São Francisco do Piauí;Sao Francisco do Piaui;89;1193;;
2209757;PI;22;SAO GONCALO DO GURGUEIA;São Gonçalo do Gurguéia;Sao Goncalo do Gurgueia;89;382;;
2209807;PI;22;SAO GONCALO DO PIAUI;São Gonçalo do Piauí;Sao Goncalo do Piaui;86;1195;;
2209856;PI;22;SAO JOAO DA CANABRAVA;São João da Canabrava;Sao Joao da Canabrava;89;1291;;
2209872;PI;22;SAO JOAO DA FRONTEIRA;São João da Fronteira;Sao Joao da Fronteira;86;384;;
2209906;PI;22;SAO JOAO DA SERRA;São João da Serra;Sao Joao da Serra;86;1197;;
2209955;PI;22;SAO JOAO DA VARJOTA;São João da Varjota;Sao Joao da Varjota;89;386;;
2209971;PI;22;SAO JOAO DO ARRAIAL;São João do Arraial;Sao Joao do Arraial;86;388;;
2210003;PI;22;SAO JOAO DO PIAUI;São João do Piauí;Sao Joao do Piaui;89;1199;;
2210052;PI;22;SAO JOSE DO DIVINO;São José do Divino;Sao Jose do Divino;86;2285;;
2210102;PI;22;SAO JOSE DO PEIXE;São José do Peixe;Sao Jose do Peixe;89;1201;;
2210201;PI;22;SAO JOSE DO PIAUI;São José do Piauí;Sao Jose do Piaui;89;1203;;
2210300;PI;22;SAO JULIAO;São Julião;Sao Juliao;89;1205;;
2210359;PI;22;SAO LOURENCO DO PIAUI;São Lourenço do Piauí;Sao Lourenco do Piaui;89;2265;;
2210375;PI;22;SAO LUIS DO PIAUI;São Luis do Piauí;Sao Luis do Piaui;89;390;;
2210383;PI;22;SAO MIGUEL DA BAIXA GRANDE;São Miguel da Baixa Grande;Sao Miguel da Baixa Grande;86;392;;
2210391;PI;22;SAO MIGUEL DO FIDALGO;São Miguel do Fidalgo;Sao Miguel do Fidalgo;89;394;;
2210409;PI;22;SAO MIGUEL DO TAPUIO;São Miguel do Tapuio;Sao Miguel do Tapuio;86;1207;;
2210508;PI;22;SAO PEDRO DO PIAUI;São Pedro do Piauí;Sao Pedro do Piaui;86;1209;;
2210607;PI;22;SAO RAIMUNDO NONATO;São Raimundo Nonato;Sao Raimundo Nonato;89;1211;;
2210623;PI;22;SEBASTIAO BARROS;Sebastião Barros;Sebastiao Barros;89;396;;
2210631;PI;22;SEBASTIAO LEAL;Sebastião Leal;Sebastiao Leal;89;398;;
2210656;PI;22;SIGEFREDO PACHECO;Sigefredo Pacheco;Sigefredo Pacheco;86;1379;;
2210706;PI;22;SIMOES;Simões;Simoes;89;1213;;
2210805;PI;22;SIMPLICIO MENDES;Simplício Mendes;Simplicio Mendes;89;1215;;
2210904;PI;22;SOCORRO DO PIAUI;Socorro do Piauí;Socorro do Piaui;89;1217;;
2210938;PI;22;SUSSUAPARA;Sussuapara;Sussuapara;89;400;;
2210953;PI;22;TAMBORIL DO PIAUI;Tamboril do Piauí;Tamboril do Piaui;89;402;;
2210979;PI;22;TANQUE DO PIAUI;Tanque do Piauí;Tanque do Piaui;89;404;;
2211001;PI;22;TERESINA;Teresina;Teresina;86;1219;;
2211100;PI;22;UNIAO;União;Uniao;86;1221;;
2211209;PI;22;URUCUI;Uruçuí;Urucui;89;1223;;
2211308;PI;22;VALENCA DO PIAUI;Valença do Piauí;Valenca do Piaui;89;1225;;
2211357;PI;22;VARZEA BRANCA;Várzea Branca;Varzea Branca;89;2267;;
2211407;PI;22;VARZEA GRANDE;Várzea Grande;Varzea Grande;89;1227;;
2211506;PI;22;VERA MENDES;Vera Mendes;Vera Mendes;89;406;;
2211605;PI;22;VILA NOVA DO PIAUI;Vila Nova do Piauí;Vila Nova do Piaui;89;408;;
2211704;PI;22;WALL FERRAZ;Wall Ferraz;Wall Ferraz;89;410;;
4100103;PR;41;ABATIA;Abatiá;Abatia;43;7401;;
4100202;PR;41;ADRIANOPOLIS;Adrianópolis;Adrianopolis;41;7403;;
4100301;PR;41;AGUDOS DO SUL;Agudos do Sul;Agudos do Sul;41;7405;;
4100400;PR;41;ALMIRANTE TAMANDARE;Almirante Tamandaré;Almirante Tamandare;41;7407;;
4100459;PR;41;ALTAMIRA DO PARANA;Altamira do Paraná;Altamira do Parana;44;8455;;
4128625;PR;41;ALTO PARAISO;Alto Paraíso;Alto Paraiso;44;5523;;
4100608;PR;41;ALTO PARANA;Alto Paraná;Alto Parana;44;7409;;
4100707;PR;41;ALTO PIQUIRI;Alto Piquiri;Alto Piquiri;44;7411;;
4100509;PR;41;ALTONIA;Altônia;Altonia;44;7951;;
4100806;PR;41;ALVORADA DO SUL;Alvorada do Sul;Alvorada do Sul;43;7413;;
4100905;PR;41;AMAPORA;Amaporã;Amapora;44;7415;;
4101002;PR;41;AMPERE;Ampére;Ampere;46;7417;;
4101051;PR;41;ANAHY;Anahy;Anahy;45;5463;;
4101101;PR;41;ANDIRA;Andirá;Andira;43;7419;;
4101150;PR;41;ANGULO;Ângulo;Angulo;44;5509;;
4101200;PR;41;ANTONINA;Antonina;Antonina;41;7421;;
4101309;PR;41;ANTONIO OLINTO;Antônio Olinto;Antonio Olinto;42;7423;;
4101408;PR;41;APUCARANA;Apucarana;Apucarana;43;7425;;
4101507;PR;41;ARAPONGAS;Arapongas;Arapongas;43;7427;;
4101606;PR;41;ARAPOTI;Arapoti;Arapoti;43;7429;;
4101655;PR;41;ARAPUA;Arapuã;Arapua;43;830;;
4101705;PR;41;ARARUNA;Araruna;Araruna;44;7431;;
4101804;PR;41;ARAUCARIA;Araucária;Araucaria;41;7435;;
4101853;PR;41;ARIRANHA DO IVAI;Ariranha do Ivaí;Ariranha do Ivai;43;832;;
4101903;PR;41;ASSAI;Assaí;Assai;43;7437;;
4102000;PR;41;ASSIS CHATEAUBRIAND;Assis Chateaubriand;Assis Chateaubriand;44;7953;;
4102109;PR;41;ASTORGA;Astorga;Astorga;44;7439;;
4102208;PR;41;ATALAIA;Atalaia;Atalaia;44;7441;;
4102307;PR;41;BALSA NOVA;Balsa Nova;Balsa Nova;41;7443;;
4102406;PR;41;BANDEIRANTES;Bandeirantes;Bandeirantes;43;7445;;
4102505;PR;41;BARBOSA FERRAZ;Barbosa Ferraz;Barbosa Ferraz;44;7447;;
4102703;PR;41;BARRA DO JACARE;Barra do Jacaré;Barra do Jacare;43;7451;;
4102604;PR;41;BARRACAO;Barracão;Barracao;49;7449;;
4102752;PR;41;BELA VISTA DA CAROBA;Bela Vista da Caroba;Bela Vista da Caroba;46;834;;
4102802;PR;41;BELA VISTA DO PARAISO;Bela Vista do Paraíso;Bela Vista do Paraiso;43;7453;;
4102901;PR;41;BITURUNA;Bituruna;Bituruna;42;7455;;
4103008;PR;41;BOA ESPERANCA;Boa Esperança;Boa Esperanca;44;7457;;
4103024;PR;41;BOA ESPERANCA DO IGUACU;Boa Esperança do Iguaçu;Boa Esperanca do Iguacu;46;5471;;
4103040;PR;41;BOA VENTURA DE SAO ROQUE;Boa Ventura de São Roque;Boa Ventura de Sao Roque;42;836;;
4103057;PR;41;BOA VISTA DA APARECIDA;Boa Vista da Aparecida;Boa Vista da Aparecida;45;7981;;
4103107;PR;41;BOCAIUVA DO SUL;Bocaiúva do Sul;Bocaiuva do Sul;41;7459;;
4103156;PR;41;BOM JESUS DO SUL;Bom Jesus do Sul;Bom Jesus do Sul;46;838;;
4103206;PR;41;BOM SUCESSO;Bom Sucesso;Bom Sucesso;43;7461;;
4103222;PR;41;BOM SUCESSO DO SUL;Bom Sucesso do Sul;Bom Sucesso do Sul;46;9979;;
4103305;PR;41;BORRAZOPOLIS;Borrazópolis;Borrazopolis;43;7463;;
4103354;PR;41;BRAGANEY;Braganey;Braganey;45;7983;;
